38.77,-90.22,0
39.1,-89.3,0
40.88,-84.58,0
34.4,-94.37,1
37.6,-90.68,0
41.17,-87.33,0
26.88,-98.12,0
29.42,-95.25,0
29.67,-95.05,1
32.35,-95.2,0
32.98,-94.63,0
33.33,-94.42,1
32.08,-98.35,0
31.52,-96.55,0
31.8,-94.2,0
34.6,-89.12,3
34.6,-89.12,0
31.8,-94.2,3
34.48,-92.4,0
31.97,-94,18
32.2,-93.58,5
31.63,-93.65,5
33.27,-92.95,0
32.6,-91.33,0
35.35,-89.77,0
35.75,-89.48,9
35.55,-97.6,0
32.5,-88.85,0
29.65,-81.22,0
30.45,-93.45,0
30.1,-91,0
29.7,-90.1,0
34.12,-93.07,0
36.15,-91.83,0
34.7,-92.35,0
34.98,-91.73,0
35.1,-91.4,0
34.85,-95.75,0
33.17,-90.55,1
32.63,-91.28,0
33.13,-89.57,0
32.28,-90.27,0
32.28,-90.27,0
30.92,-91.13,0
33.67,-88.78,0
34.73,-88.27,0
35.68,-85.77,0
40.57,-88.6,0
35.75,-91.22,1
35.82,-97.02,0
35.98,-89.92,0
36.13,-95.83,0
30.67,-88.2,0
30.7,-87.92,0
30.1,-90.03,0
33.07,-80,0
34.88,-99.28,1
38.12,-95.85,0
32.42,-99.5,5
35.08,-96.4,5
34.55,-96.2,0
31.27,-89.83,0
31.9,-98.6,0
31.7,-93.3,0
31.73,-91.07,0
31.55,-91.38,0
31.95,-92.63,0
31.55,-92.9,0
31.38,-91.73,0
31.75,-92.25,0
31.67,-92.9,0
31.55,-91.97,1
38.68,-99.32,0
36.4,-100.8,1
40.95,-95.73,0
35.25,-99.55,0
35.58,-99.17,0
36.57,-99.57,0
38.03,-99.12,0
39.62,-95.62,0
36.3,-99.8,0
36.12,-97.83,0
36,-97,0
43.38,-97.97,0
29.13,-81.35,0
39.35,-98.48,0
39.57,-98.3,0
41.03,-95.27,0
39.23,-98.95,0
39.4,-97.65,0
39.72,-97.77,0
40.38,-95.8,0
39.2,-96.58,0
34.77,-96.83,0
41.18,-110.42,0
36.82,-100.52,0
35.75,-77.42,0
35.73,-78.4,0
35.73,-78.4,0
31.15,-91.95,0
29.53,-95.45,0
35.3,-79.8,0
35,-80.68,0
29.78,-98.83,0
28.58,-81.37,0
