38.74658853,-89.95361189
38.77909907,-89.98049204
38.74662808,-89.9535459
38.7368495,-90.35514616
38.88813698,-90.16225299
44.85355555,-93.24326175
38.74658756,-89.9536301
38.74648384,-89.95364194
38.746582,-89.95353506
38.59857438,-90.30048524
33.48728083,-117.70818317
33.48363722,-117.71132068
38.77734101,-89.94538694
26.26311022,-81.80145904
38.66470536,-90.54239118
38.54228,-90.62431
38.63504157,-90.29095625
38.63565742,-90.23386815
38.636054,-90.235305
38.63565742,-90.23386815
38.63565742,-90.23386815
38.63565742,-90.23386815
38.66546989,-90.21327688
38.66546989,-90.21327688
38.63222876,-90.22419009
38.63222876,-90.22419009
38.63222876,-90.22419009
38.63807426,-90.23838632
38.63222876,-90.22419009
38.63222876,-90.22419009
38.63222876,-90.22419009
38.63566112,-90.23385339
38.63645105,-90.23366601
38.63645105,-90.23366601
38.63645105,-90.23366601
38.63566112,-90.23385339
38.65646,-90.30755
38.6558167,-90.304806
38.63566112,-90.23385339
38.614247,-90.314336
38.60823311,-90.24085893
38.63566112,-90.23385339
38.63566112,-90.23385339
38.6325674,-90.22789939
38.636158,-90.2357788
38.636158,-90.2357788
38.636158,-90.2357788
38.636158,-90.2357788
38.636158,-90.2357788
38.63566112,-90.23385339
38.636158,-90.2357788
38.636158,-90.2357788
38.636158,-90.2357788
38.63739,-90.26232
38.62666749,-90.19915833
38.63273287,-90.23399422
38.6656199,-90.21313
38.6656199,-90.21313
38.63205,-90.22459
38.6354055,-90.23324868
38.6354055,-90.23324868
38.6367,-90.235093
38.7408,-90.3031
38.63902973,-90.20636043
38.66574756,-90.31984139
38.75419692,-90.48238313
38.66186685,-90.30872622
39.0763,-94.5554
38.66075928,-90.36520157
38.63589949,-90.22178667
38.6604472,-90.36502466
38.59365154,-90.22836688
38.6041,-90.5885
38.584,-90.4267
38.8892,-90.1807
38.605,-90.4267
38.4493,-90.3074
38.6051,-90.4412
38.6041,-90.5885
38.6041,-90.5885
38.5425,-90.2977
38.605,-90.4267
38.8892,-90.1807
44.9732,-93.21
38.605,-90.4267
38.6225,-90.1928
38.6509,-90.3398
38.6225,-90.217
38.5939,-90.3577
38.5928,-90.3593
38.6021,-90.4335
38.584,-90.4267
38.8892,-90.1807
38.8892,-90.1807
38.6041,-90.5885
38.6041,-90.5885
38.8892,-90.1807
38.6081,-90.5677
38.9331,-90.2637
38.605,-90.4267
38.605,-90.4267
38.6065,-90.2583
38.8892,-90.1807
38.6266,-90.2024
38.8892,-90.1807
38.5012,-90.6282
38.6295,-90.1945
38.6021,-90.4335
38.8892,-90.1804
38.8892,-90.1804
38.5839,-90.455
38.8892,-90.1808
38.8892,-90.1808
38.889189,-90.1808622
38.8892,-90.1808
38.8892,-90.1808
38.5945,-90.4267
38.639,-90.2322
38.605,-90.4267
38.605,-90.4267
38.8892,-90.1808
38.605,-90.4267
38.605,-90.4267
38.5839,-90.455
38.5783,-90.4062
38.5827,-90.4066
38.6079,-90.3653
