54.5948796,-5.8968276
54.5948805,-5.8968108
54.62467409,-5.94667737
54.5936847,-5.9343121
53.60982174,-6.18354321
53.4256527,-9.4108133
54.71206519,-5.81291602
54.712426,-5.81181924
54.57668125,-5.95372555
53.2915026,-8.9892177
53.2711932,-9.05400038
53.11445512,-9.08073093
52.97110249,-9.42882299
54.59478277,-5.93215917
54.59664032,-5.93298618
55.13810316,-7.66656155
53.85974055,-6.54117823
54.8656001,-6.78014871
54.99839298,-7.31165369
54.67361142,-5.96167818
54.5868214,-5.93243406
54.64651248,-5.94371925
54.67361142,-5.96167818
54.64651248,-5.94371925
54.67361142,-5.96167818
54.57252111,-5.96018192
54.58565473,-5.92300415
54.95018472,-8.36076707
54.00174809,-6.40384459
54.65476861,-8.11044216
54.99768333,-8.41767058
54.94656754,-8.35002708
53.14511012,-7.01293588
54.68086765,-5.8835816
54.09694711,-7.55746309
54.05264517,-7.7990838
54.59588696,-5.93008518
54.58070553,-5.93858242
55.23313254,-6.38438069
55.20472468,-6.23995543
55.23588764,-6.36090018
53.27404187,-6.27121925
54.6424473,-5.94236311
54.63972672,-5.94413433
53.85974055,-6.54117823
52.65058838,-7.25187778
53.34726582,-6.25909567
53.85974055,-6.54117823
54.59251794,-5.93090057
54.59280388,-5.92899084
53.32997597,-8.22167873
53.3263839,-8.21949744
54.58868983,-5.93468137
54.6038422,-5.9153223
54.59740976,-5.92690945
53.76913434,-7.16267824
53.85974055,-6.54117823
52.885161,-8.344276
53.14511012,-7.01293588
53.34553864,-6.24713022
54.59820205,-5.92592014
53.14511012,-7.01293588
52.36145946,-7.69397854
53.34726582,-6.25909567
54.59280388,-5.92899084
54.56707829,-5.96711021
52.86405199,-8.19786072
53.14511012,-7.01293588
54.5868214,-5.93243406
55.13523329,-6.37782807
55.23329646,-6.38438069
55.24289966,-6.36796162
54.5868214,-5.93243406
54.60270203,-5.9277149
54.68079349,-5.8839962
55.1841379,-6.71917147
55.06060749,-6.05694828
54.88952152,-5.84564269
54.588727,-5.93470931
54.57583381,-5.9693029
54.58705783,-5.932442
54.58541554,-5.97855792
54.59533246,-5.93284157
54.713374,-5.810633
52.059133,-9.509827
52.05946612,-9.50672241
51.93291459,-8.56753349
51.89532437,-8.4762311
53.34896304,-6.26074791
54.5868214,-5.93243406
54.588727,-5.93470931
54.60182867,-5.92740297
54.60118234,-5.92620134
54.601482,-5.921682
54.59825194,-5.92511773
54.57870437,-5.93426116
54.579044,-5.9345657
54.5868214,-5.93243406
55.1841379,-6.71917147
55.23420399,-6.3714398
54.9505203,-5.9609374
54.25233262,-5.74738595
54.22569746,-5.93882701
54.615555,-5.938974
55.17105181,-6.73212369
48.86388889,2.32611111
54.74367843,-5.72530719
54.61494259,-5.85224973
54.61494459,-5.85224627
54.61774136,-5.85243086
54.61494582,-5.85225709
54.614943,-5.852252
54.61751127,-5.85221074
54.61510312,-5.85240387
54.61504337,-5.85245828
54.61494022,-5.85224624
54.61494022,-5.85224628
54.61494047,-5.85224683
54.61467531,-5.85231481
54.61472077,-5.85249791
54.61471695,-5.8524105
54.61487889,-5.85230475
