31.100,35.500,7.3
38.000,58.200,7.1
32.000,35.500,6.5
29.600,35.000,6.2
39.700,23.300,7.0
38.900,22.700,7.1
35.500,51.800,7.6
38.250,22.250,7.3
40.000,25.000,7.0
42.700,77.500,6.7
36.300,28.300,7.2
35.400,103.900,6.5
33.800,105.600,7.0
36.300,119.000,7.0
45.200,36.600,6.4
36.000,-10.000,6.7
41.300,19.500,6.6
43.000,41.000,5.5
32.000,35.500,7.0
28.800,104.600,5.5
38.000,58.300,7.1
35.900,126.500,6.3
33.000,112.500,6.5
35.200,25.100,6.9
35.900,126.500,6.3
35.800,129.200,6.3
36.100,36.100,7.5
40.770,29.920,7.2
35.800,129.200,6.3
34.700,105.400,6.5
35.800,103.500,6.8
36.700,28.000,7.0
34.700,105.300,7.0
39.400,99.500,7.5
45.300,11.000,5.3
32.600,116.800,5.5
40.300,116.000,5.5
35.500,129.100,6.3
34.100,105.300,4.5
41.400,19.400,6.8
31.300,35.600,6.4
35.000,23.000,8.0
40.500,29.600,6.4
41.000,29.000,6.6
40.500,46.500,6.7
40.900,28.500,7.3
40.800,29.200,7.2
42.700,76.500,6.7
39.000,125.300,6.3
35.500,129.100,6.3
39.400,113.300,7.5
36.250,36.100,7.0
36.250,36.100,7.1
40.300,27.800,6.8
38.400,22.300,7.1
40.900,27.600,7.0
40.900,28.800,7.0
36.100,111.500,5.5
35.500,129.100,6.3
32.500,134.000,8.4
35.700,135.400,7.0
33.800,136.700,7.0
34.600,105.600,7.0
39.700,45.500,5.8
40.700,29.300,7.3
35.300,52.200,7.2
42.100,48.200,5.5
32.400,130.500,6.4
35.500,136.900,7.9
34.600,135.300,6.5
32.000,35.500,7.0
33.300,59.300,7.6
31.600,130.700,6.5
45.400,12.200,5.6
35.500,129.100,6.3
32.500,109.400,6.5
27.900,102.200,7.0
36.800,66.200,7.5
35.200,139.300,7.9
39.000,139.900,7.0
40.000,44.600,5.2
40.000,44.600,4.5
36.200,54.300,7.9
40.000,44.600,5.2
40.000,44.600,4.9
